'[q1.0, #, a, a]', '[a, a]', '[a, a]', '[a, a]', '[a, a]', '[a, a]', '[a, a]', '[a, a]', '[a, a]', '[a, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[b, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[b, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, b, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[q2.1.3, a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.4, c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.4, I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[q2.1.5, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[q2.1.1, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, c, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[q2.1.2, b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[q2.1.3, a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[q2.1.4, c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.4, c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.4, I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[q2.1.5, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[q2.1.1, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, c, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[q2.1.2, c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[q2.1.2, b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[c, a, q2.1.3, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[c, a]', '[q3.1, c, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[q3.1, c, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.1, c, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.1, I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.1, I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.1, I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[q3.1, I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[I, a]', '[q3.1, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[i, a]', '[q3.1, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[q3.1, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[q3.1, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[q3.1, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, q3.1, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[q3.1, #, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, q3.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[q3.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[q3.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[q3.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.2, I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.2, I, a]', '[I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.2, I, a]', '[a, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.2, a, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.3, I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.3, I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.3, I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.3, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.3, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[I, a]', '[q3.3, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[I, a]', '[q3.3, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[I, a]', '[q3.3, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, I, a]', '[q3.3, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, q3.3, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[q3.3, #, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, q2.1.1, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[a, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, a, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.4, I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, q2.1.5, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[q2.1.1, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, b, a]', '[a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[q2.1.3, a, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.4, c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.4, I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[I, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[q2.1.5, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[q2.1.5, i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[q2.1.1, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
'[#, i, a]', '[i, a]', '[i, a]', '[I, a]', '[I, a]', '[I, a]', '[I, a]', '[q2.1.2, I, a]', '[I, a]', '[I, a]', '[I, a]', '[c, a]', '[b, a, #]'
